contract name,last traded,strike,last,bid,ask,change,chang%,Volume,Open Int.,Implied Vol,expiry
AAPL190517C00095000-25,5/1/19 19:06,95,114.59,115.95,117.3,0,0,0,3,2.094731326,5/17/19
AAPL190517C00095000-26,5/1/19 19:06,95,114.59,115.95,117.3,0,0,0,3,2.094731326,5/17/19
AAPL190517C00095000-27,5/1/19 19:06,95,114.59,115.95,117.3,0,0,0,3,2.094731326,5/17/19
AAPL190517C00095000-28,5/1/19 19:06,95,114.59,115.95,117.3,0,0,0,3,2.094731326,5/17/19
AAPL190517C00095000-29,5/1/19 19:06,95,114.59,115.95,117.3,0,0,0,3,2.094731326,5/17/19
AAPL190517C00095000-30,5/1/19 19:06,95,114.59,115.95,117.3,0,0,0,3,2.094731326,5/17/19
AAPL190517C00095000-31,5/1/19 19:06,95,114.59,115.95,117.3,0,0,0,3,2.094731326,5/17/19
AAPL190517C00095000-32,5/1/19 19:06,95,114.59,115.95,117.3,0,0,0,3,2.094731326,5/17/19
AAPL190517C00095000-33,5/1/19 19:06,95,114.59,115.95,117.3,0,0,0,3,2.094731326,5/17/19
AAPL190517C00095000-34,5/1/19 19:06,95,114.59,115.95,117.3,0,0,0,3,2.094731326,5/17/19
AAPL190517C00095000-35,5/1/19 19:06,95,114.59,115.95,117.3,0,0,0,3,2.094731326,5/17/19
AAPL190517C00095000-36,5/1/19 19:06,95,114.59,115.95,117.3,0,0,0,3,2.094731326,5/17/19
AAPL190517C00095000-37,5/1/19 19:06,95,114.59,115.95,117.3,0,0,0,3,2.094731326,5/17/19
AAPL190517C00095000-38,5/1/19 19:06,95,114.59,115.95,117.3,0,0,0,3,2.094731326,5/17/19
AAPL190517C00095000-39,5/1/19 19:06,95,114.59,115.95,117.3,0,0,0,3,2.094731326,5/17/19
AAPL190517C00095000-40,5/1/19 19:06,95,114.59,115.95,117.3,0,0,0,3,2.094731326,5/17/19
AAPL190517C00095000-41,5/1/19 19:06,95,114.59,115.95,117.3,0,0,0,3,2.094731326,5/17/19
AAPL190517C00095000-42,5/1/19 19:06,95,114.59,115.95,117.3,0,0,0,3,2.094731326,5/17/19
AAPL190517C00095000-43,5/1/19 19:06,95,114.59,115.95,117.3,0,0,0,3,2.094731326,5/17/19
AAPL190517C00095000-44,5/1/19 19:06,95,114.59,115.95,117.3,0,0,0,3,2.094731326,5/17/19
AAPL190517C00095000-45,5/1/19 19:06,95,114.59,115.95,117.3,0,0,0,3,2.094731326,5/17/19
AAPL190517C00100000,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-1,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-2,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-3,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-4,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-5,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-6,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-7,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-8,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-9,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-10,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-11,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-12,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-13,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-14,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-15,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-16,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-17,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-18,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-19,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-20,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-21,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-22,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-23,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-24,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-25,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-26,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-27,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-28,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-29,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-30,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-31,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-32,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-33,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-34,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-35,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-36,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-37,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-38,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-39,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-40,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-41,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-42,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-43,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-44,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00100000-45,5/1/19 23:12,100,113.9,110.95,112.3,0,0,0,18,1.972656387,5/17/19
AAPL190517C00110000,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-1,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-2,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-3,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-4,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-5,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-6,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-7,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-8,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-9,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-10,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-11,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-12,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-13,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-14,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-15,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-16,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-17,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-18,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-19,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-20,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-21,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-22,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-23,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-24,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-25,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-26,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-27,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-28,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-29,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-30,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-31,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-32,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-33,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-34,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-35,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-36,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-37,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-38,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-39,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-40,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-41,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-42,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-43,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-44,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00110000-45,4/12/19 20:36,110,86.8,100.65,102.5,0,0,0,72,1.843750781,5/17/19
AAPL190517C00115000,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-1,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-2,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-3,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-4,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-5,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-6,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-7,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-8,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-9,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-10,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-11,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-12,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-13,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-14,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-15,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-16,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-17,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-18,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-19,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-20,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-21,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-22,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-23,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-24,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-25,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-26,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-27,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-28,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-29,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-30,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-31,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-32,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-33,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-34,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-35,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-36,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-37,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-38,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-39,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-40,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-41,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-42,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-43,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-44,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00115000-45,5/4/19 0:57,115,96.16,96.3,97,-3.3799973,-3.395617,0,20,1.451174619,5/17/19
AAPL190517C00120000,5/1/19 21:19,120,94.86,90.75,92.5,0,0,0,89,1.626466711,5/17/19
AAPL190517C00120000-1,5/1/19 21:19,120,94.86,90.75,92.5,0,0,0,89,1.626466711,5/17/19
AAPL190517C00120000-2,5/1/19 21:19,120,94.86,90.75,92.5,0,0,0,89,1.626466711,5/17/19
AAPL190517C00120000-3,5/1/19 21:19,120,94.86,90.75,92.5,0,0,0,89,1.626466711,5/17/19
AAPL190517C00120000-4,5/1/19 21:19,120,94.86,90.75,92.5,0,0,0,89,1.626466711,5/17/19
AAPL190517C00120000-5,5/1/19 21:19,120,94.86,90.75,92.5,0,0,0,89,1.626466711,5/17/19
AAPL190517C00120000-6,5/1/19 21:19,120,94.86,90.75,92.5,0,0,0,89,1.626466711,5/17/19
AAPL190517C00120000-7,5/1/19 21:19,120,94.86,90.75,92.5,0,0,0,89,1.626466711,5/17/19
AAPL190517C00120000-8,5/1/19 21:19,120,94.86,90.75,92.5,0,0,0,89,1.626466711,5/17/19
